Date : 2021-12-15 21:34:16
Directory : c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo
Total : 3138 files,  3258548 codes, 62538 comments, 352482 blanks, all 3673568 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| MyMars\Mars_2.0\docs\mars\mips\instructions                                                                                                                                       |         55 |     12,565 |      1,144 |      1,801 |     15,510 |
| MyMars\Mars_2.0\docs\mars\mips\instructions\syscalls                                                                                                                              |         46 |     10,266 |        977 |      1,482 |     12,725 |
| MyMars\Mars_2.0\docs\mars\simulator                                                                                                                                               |         11 |      3,115 |        212 |        439 |      3,766 |
| MyMars\Mars_2.0\docs\mars\tools                                                                                                                                                   |         28 |     12,481 |        625 |      1,296 |     14,402 |
| MyMars\Mars_2.0\docs\mars\util                                                                                                                                                    |          9 |      3,189 |        174 |        399 |      3,762 |
| MyMars\Mars_2.0\docs\mars\venus                                                                                                                                                   |        133 |     47,190 |      2,870 |      5,681 |     55,741 |
| MyMars\Mars_2.0\docs\mars\venus\editors                                                                                                                                           |         61 |     20,844 |      1,226 |      2,684 |     24,754 |
| MyMars\Mars_2.0\docs\mars\venus\editors\generic                                                                                                                                   |          4 |      1,019 |         58 |        112 |      1,189 |
| MyMars\Mars_2.0\docs\mars\venus\editors\jeditsyntax                                                                                                                               |         53 |     18,649 |      1,112 |      2,408 |     22,169 |
| MyMars\Mars_2.0\docs\mars\venus\editors\jeditsyntax\tokenmarker                                                                                                                   |          7 |      2,125 |        129 |        279 |      2,533 |
| MyMars\Mars_2.0\help                                                                                                                                                              |         15 |      2,203 |          0 |        281 |      2,484 |
| MyMars\Mars_2.0\mars                                                                                                                                                              |        213 |     32,477 |     19,854 |      5,673 |     58,004 |
| MyMars\Mars_2.0\mars\assembler                                                                                                                                                    |         14 |      2,196 |      1,670 |        367 |      4,233 |
| MyMars\Mars_2.0\mars\mips                                                                                                                                                         |         73 |      6,872 |      4,865 |      1,039 |     12,776 |
| MyMars\Mars_2.0\mars\mips\dump                                                                                                                                                    |         10 |        323 |        540 |         93 |        956 |
| MyMars\Mars_2.0\mars\mips\hardware                                                                                                                                                |         12 |      1,676 |      1,458 |        436 |      3,570 |
| MyMars\Mars_2.0\mars\mips\instructions                                                                                                                                            |         51 |      4,873 |      2,867 |        510 |      8,250 |
| MyMars\Mars_2.0\mars\mips\instructions\syscalls                                                                                                                                   |         44 |      1,237 |      2,064 |        382 |      3,683 |
| MyMars\Mars_2.0\mars\simulator                                                                                                                                                    |          7 |        753 |        778 |        156 |      1,687 |
| MyMars\Mars_2.0\mars\tools                                                                                                                                                        |         18 |      5,415 |      2,768 |      1,211 |      9,394 |
| MyMars\Mars_2.0\mars\util                                                                                                                                                         |          6 |      1,129 |        902 |        246 |      2,277 |
| MyMars\Mars_2.0\mars\venus                                                                                                                                                        |         86 |     13,831 |      7,160 |      2,214 |     23,205 |
| MyMars\Mars_2.0\mars\venus\editors                                                                                                                                                |         17 |      4,775 |      2,152 |        878 |      7,805 |
| MyMars\Mars_2.0\mars\venus\editors\generic                                                                                                                                        |          1 |        206 |        134 |         40 |        380 |
| MyMars\Mars_2.0\mars\venus\editors\jeditsyntax                                                                                                                                    |         15 |      4,518 |      1,986 |        832 |      7,336 |
| MyMars\Mars_2.0\mars\venus\editors\jeditsyntax\tokenmarker                                                                                                                        |          3 |        551 |        401 |        110 |      1,062 |
| mars_duipai                                                                                                                                                                       |          2 |         38 |          3 |          1 |         42 |
| test_p3                                                                                                                                                                           |         44 |      7,194 |         92 |        409 |      7,695 |
| test_p3\submit                                                                                                                                                                    |          5 |      1,726 |         11 |        131 |      1,868 |
| test_p3\submit\p3                                                                                                                                                                 |          5 |      1,726 |         11 |        131 |      1,868 |
| test_p3\test_1024                                                                                                                                                                 |          6 |        873 |         49 |         44 |        966 |
| test_p3\test_advanced                                                                                                                                                             |          6 |        345 |          7 |         43 |        395 |
| test_p3\test_advanced\test-rand-logs                                                                                                                                              |          2 |        209 |          7 |         19 |        235 |
| test_p3\test_lwl+                                                                                                                                                                 |          5 |        874 |          5 |         35 |        914 |
| test_p3\test_mars                                                                                                                                                                 |          5 |        859 |          5 |         34 |        898 |
| test_p3\test_mars_0x3000                                                                                                                                                          |          5 |        864 |          7 |         34 |        905 |
| test_p3\test_old                                                                                                                                                                  |          6 |        782 |          4 |         43 |        829 |
| test_p4                                                                                                                                                                           |        279 |    207,026 |      2,128 |     21,885 |    231,039 |
| test_p4\cpu                                                                                                                                                                       |         37 |      4,078 |        445 |        516 |      5,039 |
| test_p4\cpu\isim                                                                                                                                                                  |         18 |      3,302 |        179 |        438 |      3,919 |
| test_p4\cpu\isim\mips.exe.sim                                                                                                                                                     |         17 |      3,287 |        179 |        436 |      3,902 |
| test_p4\cpu\isim\mips.exe.sim\work                                                                                                                                                |         15 |      3,268 |        179 |        425 |      3,872 |
| test_p4\cpu_beta                                                                                                                                                                  |         66 |     51,889 |        547 |      5,545 |     57,981 |
| test_p4\cpu_beta\isim                                                                                                                                                             |         38 |     49,860 |        344 |      5,348 |     55,552 |
| test_p4\cpu_beta\isim\mips.exe.sim                                                                                                                                                |         12 |     17,153 |        119 |      1,872 |     19,144 |
| test_p4\cpu_beta\isim\mips.exe.sim\work                                                                                                                                           |         10 |     17,134 |        119 |      1,861 |     19,114 |
| test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim                                                                                                                                    |         13 |     17,880 |        131 |      1,948 |     19,959 |
| test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work                                                                                                                               |         11 |     17,861 |        131 |      1,937 |     19,929 |
| test_p4\cpu_beta\isim\tb_ctr_isim_beh.exe.sim                                                                                                                                     |          6 |     13,119 |         47 |      1,333 |     14,499 |
| test_p4\cpu_beta\isim\tb_ctr_isim_beh.exe.sim\work                                                                                                                                |          4 |     13,100 |         47 |      1,322 |     14,469 |
| test_p4\cpu_beta\isim\yb_dm_isim_beh.exe.sim                                                                                                                                      |          6 |      1,693 |         47 |        193 |      1,933 |
| test_p4\cpu_beta\isim\yb_dm_isim_beh.exe.sim\work                                                                                                                                 |          4 |      1,674 |         47 |        182 |      1,903 |
| test_p4\isim                                                                                                                                                                      |         18 |      3,302 |        179 |        438 |      3,919 |
| test_p4\isim\mips.exe.sim                                                                                                                                                         |         17 |      3,287 |        179 |        436 |      3,902 |
| test_p4\isim\mips.exe.sim\work                                                                                                                                                    |         15 |      3,268 |        179 |        425 |      3,872 |
| test_p4\p4_test                                                                                                                                                                   |        149 |    145,683 |        950 |     15,272 |    161,905 |
| test_p4\p4_test\cpu                                                                                                                                                               |         30 |     18,418 |        193 |      1,998 |     20,609 |
| test_p4\p4_test\cpu1                                                                                                                                                              |         33 |     46,127 |        226 |      4,801 |     51,154 |
| test_p4\p4_test\cpu1\isim                                                                                                                                                         |         16 |     44,836 |        155 |      4,676 |     49,667 |
| test_p4\p4_test\cpu1\isim\mips.exe.sim                                                                                                                                            |         15 |     44,821 |        155 |      4,674 |     49,650 |
| test_p4\p4_test\cpu1\isim\mips.exe.sim\work                                                                                                                                       |         13 |     44,802 |        155 |      4,663 |     49,620 |
| test_p4\p4_test\cpu1\src                                                                                                                                                          |         10 |        539 |         60 |         76 |        675 |
| test_p4\p4_test\cpu\isim                                                                                                                                                          |         13 |     17,154 |        119 |      1,874 |     19,147 |
| test_p4\p4_test\cpu\isim\mips.exe.sim                                                                                                                                             |         12 |     17,139 |        119 |      1,872 |     19,130 |
| test_p4\p4_test\cpu\isim\mips.exe.sim\work                                                                                                                                        |         10 |     17,120 |        119 |      1,861 |     19,100 |
| test_p4\p4_test\cpu\src                                                                                                                                                           |         10 |        522 |         60 |         75 |        657 |
| test_p4\p4_test\cpu_heavy                                                                                                                                                         |         35 |     60,912 |        250 |      6,306 |     67,468 |
| test_p4\p4_test\cpu_heavy\isim                                                                                                                                                    |         18 |     59,592 |        179 |      6,181 |     65,952 |
| test_p4\p4_test\cpu_heavy\isim\mips.exe.sim                                                                                                                                       |         17 |     59,577 |        179 |      6,179 |     65,935 |
| test_p4\p4_test\cpu_heavy\isim\mips.exe.sim\work                                                                                                                                  |         15 |     59,558 |        179 |      6,168 |     65,905 |
| test_p4\p4_test\cpu_heavy\src                                                                                                                                                     |         10 |        562 |         60 |         76 |        698 |
| test_p4\p4_test\cpu_with_asm                                                                                                                                                      |         30 |     18,427 |        192 |      2,001 |     20,620 |
| test_p4\p4_test\cpu_with_asm\isim                                                                                                                                                 |         13 |     17,162 |        119 |      1,874 |     19,155 |
| test_p4\p4_test\cpu_with_asm\isim\mips.exe.sim                                                                                                                                    |         12 |     17,147 |        119 |      1,872 |     19,138 |
| test_p4\p4_test\cpu_with_asm\isim\mips.exe.sim\work                                                                                                                               |         10 |     17,128 |        119 |      1,861 |     19,108 |
| test_p4\p4_test\cpu_with_asm\src                                                                                                                                                  |         10 |        522 |         60 |         78 |        660 |
| test_p4\p4_test\p5                                                                                                                                                                |         18 |      1,362 |         82 |        150 |      1,594 |
| test_p4\previous                                                                                                                                                                  |          6 |        419 |          2 |          9 |        430 |
| test_p5                                                                                                                                                                           |        696 |    513,998 |      4,415 |     57,122 |    575,535 |
| test_p5\cpu_beta1                                                                                                                                                                 |         16 |        913 |         56 |        132 |      1,101 |
| test_p5\cpu_beta1\cpu                                                                                                                                                             |          1 |         66 |          0 |         13 |         79 |
| test_p5\cpu_beta2                                                                                                                                                                 |         43 |     26,690 |        288 |      3,112 |     30,090 |
| test_p5\cpu_beta2\cpu                                                                                                                                                             |         27 |     25,750 |        228 |      2,977 |     28,955 |
| test_p5\cpu_beta2\cpu\isim                                                                                                                                                        |         20 |     25,227 |        203 |      2,948 |     28,378 |
| test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim                                                                                                                               |         19 |     25,212 |        203 |      2,946 |     28,361 |
| test_p5\cpu_beta2\cpu\isim\mips_tb_isim_beh.exe.sim\work                                                                                                                          |         17 |     25,193 |        203 |      2,935 |     28,331 |
| test_p5\cpu_beta2_0                                                                                                                                                               |         97 |     68,348 |        662 |      7,610 |     76,620 |
| test_p5\cpu_beta2_0\cpu                                                                                                                                                           |         79 |     66,982 |        581 |      7,460 |     75,023 |
| test_p5\cpu_beta2_0\cpu\isim                                                                                                                                                      |         52 |     63,032 |        487 |      7,258 |     70,777 |
| test_p5\cpu_beta2_0\cpu\isim\ALU_isim_beh.exe.sim                                                                                                                                 |          5 |        623 |         35 |        111 |        769 |
| test_p5\cpu_beta2_0\cpu\isim\ALU_isim_beh.exe.sim\work                                                                                                                            |          3 |        604 |         35 |        100 |        739 |
| test_p5\cpu_beta2_0\cpu\isim\CTR_isim_beh.exe.sim                                                                                                                                 |          5 |     14,719 |         35 |      1,483 |     16,237 |
| test_p5\cpu_beta2_0\cpu\isim\CTR_isim_beh.exe.sim\work                                                                                                                            |          3 |     14,700 |         35 |      1,472 |     16,207 |
| test_p5\cpu_beta2_0\cpu\isim\NPC_isim_beh.exe.sim                                                                                                                                 |          5 |        593 |         35 |        102 |        730 |
| test_p5\cpu_beta2_0\cpu\isim\NPC_isim_beh.exe.sim\work                                                                                                                            |          3 |        574 |         35 |         91 |        700 |
| test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim                                                                                                                                         |         18 |     24,661 |        191 |      2,963 |     27,815 |
| test_p5\cpu_beta2_0\cpu\isim\mips.exe.sim\work                                                                                                                                    |         16 |     24,642 |        191 |      2,952 |     27,785 |
| test_p5\cpu_beta2_0\cpu\isim\mips_tb_isim_beh.exe.sim                                                                                                                             |         18 |     22,421 |        191 |      2,597 |     25,209 |
| test_p5\cpu_beta2_0\cpu\isim\mips_tb_isim_beh.exe.sim\work                                                                                                                        |         16 |     22,402 |        191 |      2,586 |     25,179 |
| test_p5\cpu_beta2_0\cpu\src                                                                                                                                                       |         18 |      1,362 |         82 |        150 |      1,594 |
| test_p5\cpu_beta2_1                                                                                                                                                               |         84 |     70,504 |        549 |      7,779 |     78,832 |
| test_p5\cpu_beta2_1\cpu                                                                                                                                                           |         66 |     69,117 |        484 |      7,628 |     77,229 |
| test_p5\cpu_beta2_1\cpu\isim                                                                                                                                                      |         39 |     66,390 |        406 |      7,425 |     74,221 |
| test_p5\cpu_beta2_1\cpu\isim\mips.exe.sim                                                                                                                                         |         19 |     40,392 |        203 |      4,401 |     44,996 |
| test_p5\cpu_beta2_1\cpu\isim\mips.exe.sim\work                                                                                                                                    |         17 |     40,373 |        203 |      4,390 |     44,966 |
| test_p5\cpu_beta2_1\cpu\isim\mips_tb_isim_beh.exe.sim                                                                                                                             |         19 |     25,983 |        203 |      3,022 |     29,208 |
| test_p5\cpu_beta2_1\cpu\isim\mips_tb_isim_beh.exe.sim\work                                                                                                                        |         17 |     25,964 |        203 |      3,011 |     29,178 |
| test_p5\cpu_beta2_1\cpu\src                                                                                                                                                       |         18 |      1,386 |         66 |        151 |      1,603 |
| test_p5\cpu_beta3                                                                                                                                                                 |        296 |    248,053 |      1,910 |     27,342 |    277,305 |
| test_p5\cpu_beta3\cpu                                                                                                                                                             |         72 |     74,534 |        544 |      8,264 |     83,342 |
| test_p5\cpu_beta3\cpu\isim                                                                                                                                                        |         46 |     72,584 |        465 |      8,066 |     81,115 |
| test_p5\cpu_beta3\cpu\isim\IFU_isim_beh.exe.sim                                                                                                                                   |          5 |        618 |         35 |        101 |        754 |
| test_p5\cpu_beta3\cpu\isim\IFU_isim_beh.exe.sim\work                                                                                                                              |          3 |        599 |         35 |         90 |        724 |
| test_p5\cpu_beta3\cpu\isim\mips.exe.sim                                                                                                                                           |         21 |     44,958 |        227 |      4,886 |     50,071 |
| test_p5\cpu_beta3\cpu\isim\mips.exe.sim\work                                                                                                                                      |         19 |     44,939 |        227 |      4,875 |     50,041 |
| test_p5\cpu_beta3\cpu\isim\mips_tb_isim_beh.exe.sim                                                                                                                               |         19 |     26,993 |        203 |      3,077 |     30,273 |
| test_p5\cpu_beta3\cpu\isim\mips_tb_isim_beh.exe.sim\work                                                                                                                          |         17 |     26,974 |        203 |      3,066 |     30,243 |
| test_p5\cpu_beta3\cpu\src                                                                                                                                                         |         18 |      1,380 |         66 |        149 |      1,595 |
| test_p5\cpu_beta3\cpu_heavy                                                                                                                                                       |        103 |     85,171 |        655 |      9,493 |     95,319 |
| test_p5\cpu_beta3\cpu_heavy1                                                                                                                                                      |        102 |     86,894 |        643 |      9,416 |     96,953 |
| test_p5\cpu_beta3\cpu_heavy1\cpu                                                                                                                                                  |         67 |     84,250 |        507 |      9,119 |     93,876 |
| test_p5\cpu_beta3\cpu_heavy1\cpu\isim                                                                                                                                             |         41 |     81,764 |        430 |      8,928 |     91,122 |
| test_p5\cpu_beta3\cpu_heavy1\cpu\isim\mips.exe.sim                                                                                                                                |         19 |     37,841 |        203 |      4,144 |     42,188 |
| test_p5\cpu_beta3\cpu_heavy1\cpu\isim\mips.exe.sim\work                                                                                                                           |         17 |     37,822 |        203 |      4,133 |     42,158 |
| test_p5\cpu_beta3\cpu_heavy1\cpu\isim\mips_tb_isim_beh.exe.sim                                                                                                                    |         21 |     43,908 |        227 |      4,782 |     48,917 |
| test_p5\cpu_beta3\cpu_heavy1\cpu\isim\mips_tb_isim_beh.exe.sim\work                                                                                                               |         19 |     43,901 |        227 |      4,777 |     48,905 |
| test_p5\cpu_beta3\cpu_heavy1\cpu\src                                                                                                                                              |         19 |      1,545 |         71 |        160 |      1,776 |
| test_p5\cpu_beta3\cpu_heavy1\subit1                                                                                                                                               |         18 |      1,477 |         69 |        150 |      1,696 |
| test_p5\cpu_beta3\cpu_heavy1\subit1\src                                                                                                                                           |         18 |      1,477 |         69 |        150 |      1,696 |
| test_p5\cpu_beta3\cpu_heavy1\submit                                                                                                                                               |         16 |        938 |         61 |        134 |      1,133 |
| test_p5\cpu_beta3\cpu_heavy\cpu                                                                                                                                                   |         68 |     82,527 |        519 |      9,196 |     92,242 |
| test_p5\cpu_beta3\cpu_heavy\cpu\isim                                                                                                                                              |         42 |     80,294 |        442 |      9,003 |     89,739 |
| test_p5\cpu_beta3\cpu_heavy\cpu\isim\mips.exe.sim                                                                                                                                 |         21 |     41,942 |        227 |      4,807 |     46,976 |
| test_p5\cpu_beta3\cpu_heavy\cpu\isim\mips.exe.sim\work                                                                                                                            |         19 |     41,923 |        227 |      4,796 |     46,946 |
| test_p5\cpu_beta3\cpu_heavy\cpu\isim\mips_tb_isim_beh.exe.sim                                                                                                                     |         20 |     38,337 |        215 |      4,194 |     42,746 |
| test_p5\cpu_beta3\cpu_heavy\cpu\isim\mips_tb_isim_beh.exe.sim\work                                                                                                                |         18 |     38,318 |        215 |      4,183 |     42,716 |
| test_p5\cpu_beta3\cpu_heavy\cpu\src                                                                                                                                               |         19 |      1,529 |         71 |        162 |      1,762 |
| test_p5\cpu_beta3\cpu_heavy\subit1                                                                                                                                                |         18 |      1,477 |         69 |        150 |      1,696 |
| test_p5\cpu_beta3\cpu_heavy\subit1\src                                                                                                                                            |         18 |      1,477 |         69 |        150 |      1,696 |
| test_p5\cpu_beta3\cpu_heavy\submit                                                                                                                                                |         16 |        938 |         61 |        134 |      1,133 |
| test_p5\cpu_beta3\submit                                                                                                                                                          |         18 |      1,225 |         62 |        156 |      1,443 |
| test_p5\std_ch                                                                                                                                                                    |         24 |      1,717 |         30 |        207 |      1,954 |
| test_p5\std_ch\control                                                                                                                                                            |          2 |        193 |          7 |          9 |        209 |
| test_p5\std_ch\cou                                                                                                                                                                |          1 |         66 |          0 |         13 |         79 |
| test_p5\std_ch\datapath                                                                                                                                                           |          8 |        439 |          6 |         65 |        510 |
| test_p5\std_ch\upload                                                                                                                                                             |         13 |      1,019 |         17 |        120 |      1,156 |
| test_p5\std_ch\upload\cpu                                                                                                                                                         |          1 |         66 |          0 |         13 |         79 |
| test_p5\std_fzc                                                                                                                                                                   |         21 |        833 |        207 |         80 |      1,120 |
| test_p5\std_fzc\cpu                                                                                                                                                               |          1 |         66 |          0 |         13 |         79 |
| test_p5\std_roife                                                                                                                                                                 |         20 |      2,129 |         90 |        446 |      2,665 |
