Date : 2021-12-15 21:20:21
Directory : c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo
Total : 2186 files,  2592571 codes, 16869 comments, 276433 blanks, all 2885873 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001726782177_0621066737.c             | C        |      1,226 |         12 |        155 |      1,393 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002047498008_0258635663.c             | C        |        132 |         12 |         27 |        171 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002549393827_0757879789.c             | C        |        276 |         12 |         38 |        326 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002604088275_3877310806.c             | C        |      3,118 |         12 |        511 |      3,641 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003245694934_1652240620.c             | C        |        155 |         12 |         20 |        187 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003403892620_3439442779.c             | C        |      3,387 |         12 |        400 |      3,799 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003417699582_0724051272.c             | C        |     15,025 |         12 |      1,455 |     16,492 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003603397473_0886308060.c             | C        |        322 |         12 |         49 |        383 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c             | C        |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004283630335_3935346387.c             | C        |         92 |         12 |         20 |        124 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\isim\mips_tb_isim_beh.exe.sim\work\mips_tb_isim_beh.exe_main.c                     | C        |         27 |         11 |         12 |         50 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\mips_summary.html                                                                  | HTML     |         67 |          0 |         13 |         80 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\run.py                                                                             | Python   |        231 |          5 |         13 |        249 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\CTR.v                                                                          | Verilog  |        126 |          7 |         17 |        150 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\D2E.v                                                                          | Verilog  |         44 |          0 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\D_CMP.v                                                                        | Verilog  |         18 |          0 |          2 |         20 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\D_EXT.v                                                                        | Verilog  |         17 |          0 |          4 |         21 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\D_NPC.v                                                                        | Verilog  |         29 |          3 |          5 |         37 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\D_RF.v                                                                         | Verilog  |         42 |          1 |          6 |         49 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\E2M.v                                                                          | Verilog  |         47 |          0 |          4 |         51 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\E_ALU.v                                                                        | Verilog  |         24 |          0 |          2 |         26 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\F2D.v                                                                          | Verilog  |         23 |          0 |          4 |         27 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\F_IFU.v                                                                        | Verilog  |         24 |          0 |          7 |         31 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\M2W.v                                                                          | Verilog  |         51 |          0 |          4 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\M_DM.v                                                                         | Verilog  |         76 |          0 |         11 |         87 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\STL.v                                                                          | Verilog  |         69 |          4 |         14 |         87 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\const.v                                                                        | Verilog  |         90 |          9 |          4 |        103 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\mips.v                                                                         | Verilog  |        244 |         11 |         35 |        290 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\mips_tb.v                                                                      | Verilog  |         17 |         26 |         11 |         54 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\run.py                                                                         | Python   |        230 |          2 |         13 |        245 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\src\test_gen.cpp                                                                   | C++      |        207 |          3 |          2 |        212 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\test_gen.cpp                                                                       | C++      |        199 |          3 |          2 |        204 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\cpu\xilinxsim.ini                                                                      | Ini      |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\test_gen.c                                                                             | C        |        231 |          0 |         21 |        252 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p5\test_gen\test_gen.cpp                                                                           | C++      |        231 |          0 |         21 |        252 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\2021年北航计组P3实验报告.md                                                                              | Markdown |      1,302 |          0 |         89 |      1,391 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\fuse.log                                                                         | Log      |         51 |          0 |          1 |         52 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\fuseRelaunch.cmd                                                                 | Batch    |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim.cmd                                                                         | Batch    |          3 |          0 |          1 |          4 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim.log                                                                         | Log      |        372 |          0 |          1 |        373 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\isim_usage_statistics.html                                                  | HTML     |         15 |          0 |          2 |         17 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\isimcrash.log                                                  | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\isimkernel.log                                                 | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000000020641863_2924402094.c                       | C        |      1,143 |         12 |         93 |      1,248 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000000779517222_3439442779.c                       | C        |      3,536 |         12 |        417 |      3,965 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000000843473622_1579609468.c                       | C        |        923 |         12 |        172 |      1,107 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000000862633427_3224323566.c                       | C        |        198 |         12 |         30 |        240 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000000901353852_2433390638.c                       | C        |        126 |         12 |         17 |        155 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000000914973822_2652076587.c                       | C        |        250 |         12 |         30 |        292 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000001433536627_3877310806.c                       | C        |      3,109 |         12 |        511 |      3,632 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000001554229104_1785967555.c                       | C        |        109 |         12 |         21 |        142 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000001578282182_0724051272.c                       | C        |     17,625 |         12 |      1,688 |     19,325 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000001726782177_0621066737.c                       | C        |      1,210 |         12 |        148 |      1,370 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000002047498008_0258635663.c                       | C        |        124 |         12 |         26 |        162 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000002549393827_0757879789.c                       | C        |        264 |         12 |         36 |        312 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000003245694934_1652240620.c                       | C        |        133 |         12 |         17 |        162 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000003403892620_3439442779.c                       | C        |      3,373 |         12 |        400 |      3,785 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000003417699582_0724051272.c                       | C        |     14,955 |         12 |      1,455 |     16,422 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000003603397473_0886308060.c                       | C        |        568 |         12 |         84 |        664 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\m_00000000004283630335_3935346387.c                       | C        |         84 |         12 |         17 |        113 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips.exe.sim\work\mips.exe_main.c                                           | C        |         25 |         11 |         12 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\isimcrash.log                                      | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\isimkernel.log                                     | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000020641863_2924402094.c           | C        |      1,179 |         12 |        101 |      1,292 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000779517222_3439442779.c           | C        |      3,550 |         12 |        417 |      3,979 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000843473622_1579609468.c           | C        |        933 |         12 |        173 |      1,118 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000862633427_3224323566.c           | C        |        208 |         12 |         32 |        252 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000901353852_2433390638.c           | C        |        146 |         12 |         20 |        178 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000914973822_2652076587.c           | C        |        268 |         12 |         33 |        313 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001433536627_3877310806.c           | C        |      3,118 |         12 |        511 |      3,641 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001554229104_1785967555.c           | C        |        116 |         12 |         22 |        150 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001578282182_0724051272.c           | C        |     17,702 |         12 |      1,688 |     19,402 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001726782177_0621066737.c           | C        |      1,226 |         12 |        155 |      1,393 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002047498008_0258635663.c           | C        |        132 |         12 |         27 |        171 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002549393827_0757879789.c           | C        |        276 |         12 |         38 |        326 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003245694934_1652240620.c           | C        |        155 |         12 |         20 |        187 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003603397473_0886308060.c           | C        |        586 |         12 |         85 |        683 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c           | C        |        285 |         12 |         41 |        338 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004283630335_3935346387.c           | C        |         92 |         12 |         20 |        124 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\isim\mips_tb_isim_beh.exe.sim\work\mips_tb_isim_beh.exe_main.c                   | C        |         27 |         11 |         12 |         50 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\mips_summary.html                                                                | HTML     |         67 |          0 |         13 |         80 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\run.py                                                                           | Python   |        230 |          6 |         12 |        248 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\CTR.v                                                                        | Verilog  |        142 |          7 |         17 |        166 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\D2E.v                                                                        | Verilog  |         44 |          0 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\D_CMP.v                                                                      | Verilog  |         21 |          0 |          2 |         23 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\D_EXT.v                                                                      | Verilog  |         17 |          0 |          4 |         21 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\D_NPC.v                                                                      | Verilog  |         29 |          3 |          5 |         37 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\D_RF.v                                                                       | Verilog  |         42 |          1 |          6 |         49 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\E2M.v                                                                        | Verilog  |         47 |          0 |          4 |         51 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\E_ALU.v                                                                      | Verilog  |         30 |          2 |          2 |         34 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\F2D.v                                                                        | Verilog  |         23 |          0 |          4 |         27 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\F_IFU.v                                                                      | Verilog  |         26 |          0 |          7 |         33 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\M2W.v                                                                        | Verilog  |         51 |          0 |          4 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\M_DM.v                                                                       | Verilog  |         76 |          0 |         11 |         87 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\STL.v                                                                        | Verilog  |         69 |          4 |         14 |         87 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\const.v                                                                      | Verilog  |        102 |          9 |          4 |        115 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\mips.v                                                                       | Verilog  |        244 |         11 |         35 |        290 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\mips_tb.v                                                                    | Verilog  |         17 |         26 |         11 |         54 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\run.py                                                                       | Python   |        230 |          2 |         13 |        245 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\src\test_gen.cpp                                                                 | C++      |        207 |          3 |          2 |        212 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\cpu\xilinxsim.ini                                                                    | Ini      |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\run.py                                                                               | Python   |        229 |          6 |         13 |        248 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\CTR.v                                                                         | Verilog  |        124 |          7 |         17 |        148 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\D2E.v                                                                         | Verilog  |         44 |          0 |          4 |         48 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\D_CMP.v                                                                       | Verilog  |         18 |          0 |          2 |         20 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\D_EXT.v                                                                       | Verilog  |         17 |          0 |          4 |         21 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\D_NPC.v                                                                       | Verilog  |         29 |          3 |          5 |         37 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\D_RF.v                                                                        | Verilog  |         42 |          1 |          6 |         49 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\E2M.v                                                                         | Verilog  |         47 |          0 |          4 |         51 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\E_ALU.v                                                                       | Verilog  |         24 |          0 |          2 |         26 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\F2D.v                                                                         | Verilog  |         23 |          0 |          4 |         27 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\F_IFU.v                                                                       | Verilog  |         24 |          0 |          7 |         31 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\M2W.v                                                                         | Verilog  |         51 |          0 |          4 |         55 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\M_DM.v                                                                        | Verilog  |         76 |          0 |         11 |         87 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\STL.v                                                                         | Verilog  |         68 |          4 |         14 |         86 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\const.v                                                                       | Verilog  |         90 |          9 |          4 |        103 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\mips.v                                                                        | Verilog  |        244 |         11 |         35 |        290 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_0\submit\mips_tb.v                                                                     | Verilog  |         17 |         26 |         11 |         54 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\dasm.py                                                                      | Python   |        205 |          7 |         18 |        230 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\fuse.log                                                                     | Log      |         57 |          0 |          1 |         58 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\fuseRelaunch.cmd                                                             | Batch    |          1 |          0 |          1 |          2 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\gen.cpp                                                                      | C++      |      1,647 |        103 |         54 |      1,804 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim.cmd                                                                     | Batch    |          3 |          0 |          1 |          4 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim.log                                                                     | Log      |        115 |          0 |          1 |        116 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\isim_usage_statistics.html                                              | HTML     |         15 |          0 |          2 |         17 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\isimcrash.log                                 | Log      |          0 |          0 |          1 |          1 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\isimkernel.log                                | Log      |         19 |          0 |         10 |         29 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\work\m_00000000000450841839_4111503280.c      | C        |      1,831 |         12 |        208 |      2,051 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\work\m_00000000000843473622_1579609468.c      | C        |      1,090 |         12 |        211 |      1,313 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\work\m_00000000000914973822_2652076587.c      | C        |        268 |         12 |         33 |        313 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\work\m_00000000001292392995_1131260308.c      | C        |      1,288 |         12 |        128 |      1,428 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\work\m_00000000001554229104_1785967555.c      | C        |        116 |         12 |         22 |        150 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\work\m_00000000002295069193_1652240620.c      | C        |        173 |         12 |         20 |        205 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\work\m_00000000002448244074_0621066737.c      | C        |      1,394 |         12 |        175 |      1,581 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\work\m_00000000002531487140_3224323566.c      | C        |        301 |         12 |         37 |        350 |
| c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p6\cpu_beta_1(submit)\isim\mips_txt_isim_beh.exe.sim\work\m_00000000002819695833_0724051272.c      | C        |     25,490 |         12 |      2,409 |     27,911 |
